grid_index,age,probability,centile,quantile
69,29.6205,0.02,2,230.275569650929
69,29.6205,0.09,9,238.024427209629
69,29.6205,0.25,25,245.784454113716
69,29.6205,0.5,50,254.208746756282
69,29.6205,0.75,75,263.270966775017
69,29.6205,0.91,91,272.92420365734
69,29.6205,0.98,98,284.125616890652
69,29.6205,0.996,99.6,294.309639607483
70,29.8716666666667,0.004,0.4,226.08465758672
70,29.8716666666667,0.02,2,232.325359285574
70,29.8716666666667,0.09,9,240.247348821457
70,29.8716666666667,0.25,25,248.176268790013
70,29.8716666666667,0.5,50,256.778395041678
70,29.8716666666667,0.75,75,266.025007420812
70,29.8716666666667,0.91,91,275.866219863269
70,29.8716666666667,0.98,98,287.274088310191
70,29.8716666666667,0.996,99.6,297.634261685371
71,30.1228333333333,0.004,0.4,227.962706784374
71,30.1228333333333,0.02,2,234.348953661871
71,30.1228333333333,0.09,9,242.451353864627
71,30.1228333333333,0.25,25,250.555571851943
71,30.1228333333333,0.5,50,259.341443940826
71,30.1228333333333,0.75,75,268.777560144462
71,30.1228333333333,0.91,91,278.810733889796
71,30.1228333333333,0.98,98,290.427761552288
71,30.1228333333333,0.996,99.6,300.964735160064
72,30.374,0.004,0.4,229.805084732429
72,30.374,0.02,2,236.343915158787
72,30.374,0.09,9,244.634855880002
72,30.374,0.25,25,252.921570776245
72,30.374,0.5,50,261.897900484862
72,30.374,0.75,75,271.529426362184
72,30.374,0.91,91,281.759328940593
72,30.374,0.98,98,293.589061703397
72,30.374,0.996,99.6,304.304209597935
73,30.6251666666667,0.004,0.4,231.609023698055
73,30.6251666666667,0.02,2,238.308135712145
73,30.6251666666667,0.09,9,246.79651085202
73,30.6251666666667,0.25,25,255.273606631671
73,30.6251666666667,0.5,50,264.44776392009
73,30.6251666666667,0.75,75,274.281222413291
73,30.6251666666667,0.91,91,284.713187851489
73,30.6251666666667,0.98,98,296.759732818226
73,30.6251666666667,0.996,99.6,307.654872729037
74,30.8763333333333,0.004,0.4,233.37724440581
74,30.8763333333333,0.02,2,240.243994992097
74,30.8763333333333,0.09,9,248.938095684522
74,30.8763333333333,0.25,25,257.612668147511
74,30.8763333333333,0.5,50,266.990967506713
74,30.8763333333333,0.75,75,277.031527615761
74,30.8763333333333,0.91,91,287.669217821637
74,30.8763333333333,0.98,98,299.934475051186
74,30.8763333333333,0.996,99.6,311.00920106843
75,31.1275,0.004,0.4,235.11574516576
75,31.1275,0.02,2,242.156548978769
75,31.1275,0.09,9,251.063244222907
75,31.1275,0.25,25,259.940722947184
75,31.1275,0.5,50,269.527411498989
75,31.1275,0.75,75,279.777739487707
75,31.1275,0.91,91,290.621861427677
75,31.1275,0.98,98,303.103972156714
75,31.1275,0.996,99.6,314.354197028548
76,31.3786666666667,0.004,0.4,236.83123523741
76,31.3786666666667,0.02,2,244.051432070097
76,31.3786666666667,0.09,9,253.175987624318
76,31.3786666666667,0.25,25,262.259946273833
76,31.3786666666667,0.5,50,272.056995921
76,31.3786666666667,0.75,75,282.51703846043
76,31.3786666666667,0.91,91,293.565131288459
76,31.3786666666667,0.98,98,306.258268144433
76,31.3786666666667,0.996,99.6,317.676079239737
77,31.6298333333333,0.004,0.4,238.531182800716
77,31.6298333333333,0.02,2,245.934889031327
77,31.6298333333333,0.09,9,255.280769726197
77,31.6298333333333,0.25,25,264.57272535739
77,31.6298333333333,0.5,50,274.579620778153
77,31.6298333333333,0.75,75,285.246394023664
77,31.6298333333333,0.91,91,296.492635510421
77,31.6298333333333,0.98,98,309.386832677394
77,31.6298333333333,0.996,99.6,320.960400618877
78,31.881,0.004,0.4,240.223870889657
78,31.881,0.02,2,247.813811090295
78,31.881,0.09,9,257.38246329815
78,31.881,0.25,25,266.881663207604
78,31.881,0.5,50,277.095186067633
78,31.881,0.75,75,287.962573068229
78,31.881,0.91,91,299.397609659758
78,31.881,0.98,98,312.47863940992
78,31.881,0.996,99.6,324.192185508368
79,32.1321666666667,0.004,0.4,241.918785602869
79,32.1321666666667,0.02,2,249.696038963952
79,32.1321666666667,0.09,9,259.486569391041
79,32.1321666666667,0.25,25,269.189680771587
79,32.1321666666667,0.5,50,279.603597322388
79,32.1321666666667,0.75,75,290.662052771334
79,32.1321666666667,0.91,91,302.272744045086
79,32.1321666666667,0.98,98,315.521910038371
79,32.1321666666667,0.996,99.6,327.355611275192
80,32.3833333333333,0.004,0.4,243.630713798961
80,32.3833333333333,0.02,2,251.593664877507
80,32.3833333333333,0.09,9,261.601488375107
80,32.3833333333333,0.25,25,271.501237240953
80,32.3833333333333,0.5,50,282.104829367298
80,32.3833333333333,0.75,75,293.339826362318
80,32.3833333333333,0.91,91,305.107637801791
80,32.3833333333333,0.98,98,318.499988858705
80,32.3833333333333,0.996,99.6,330.428438806983
81,32.6345,0.004,0.4,245.37891812354
81,32.6345,0.02,2,253.522316419799
81,32.6345,0.09,9,263.737981525386
81,32.6345,0.25,25,273.822015025573
81,32.6345,0.5,50,284.598905351395
81,32.6345,0.75,75,295.989757126004
81,32.6345,0.91,91,307.889616191751
81,32.6345,0.98,98,321.392774347178
81,32.6345,0.996,99.6,333.384067270115
82,32.8856666666667,0.004,0.4,247.184305954141
82,32.8856666666667,0.02,2,255.498817456442
82,32.8856666666667,0.09,9,265.907512898275
82,32.8856666666667,0.25,25,276.158003625858
82,32.8856666666667,0.5,50,287.085849340443
82,32.8856666666667,0.75,75,298.605531945273
82,32.8856666666667,0.91,91,310.605816630041
82,32.8856666666667,0.98,98,324.180190797686
82,32.8856666666667,0.996,99.6,336.196318486528
83,33.1368333333333,0.004,0.4,249.069213480697
83,33.1368333333333,0.02,2,257.540973403793
83,33.1368333333333,0.09,9,268.122069841145
83,33.1368333333333,0.25,25,278.515389746225
83,33.1368333333333,0.5,50,289.565685397297
83,33.1368333333333,0.75,75,301.180808841875
83,33.1368333333333,0.91,91,313.243520243493
83,33.1368333333333,0.98,98,326.842753162283
83,33.1368333333333,0.996,99.6,338.84021988386
84,33.388,0.004,0.4,251.057090851968
84,33.388,0.02,2,259.667276010653
84,33.388,0.09,9,270.393929665904
84,33.388,0.25,25,280.900420985916
84,33.388,0.5,50,292.038437640902
84,33.388,0.75,75,303.709389089509
84,33.388,0.91,91,315.790523590312
84,33.388,0.98,98,329.362175272149
84,33.388,0.996,99.6,341.292818801652
85,33.6391666666667,0.004,0.4,253.170543926534
85,33.6391666666667,0.02,2,261.895291469409
85,33.6391666666667,0.09,9,272.734533443894
85,33.6391666666667,0.25,25,283.318805753682
85,33.6391666666667,0.5,50,294.504132313887
85,33.6391666666667,0.75,75,306.185887280253
85,33.6391666666667,0.91,91,318.236526400345
85,33.6391666666667,0.98,98,331.723578151497
85,33.6391666666667,0.996,99.6,343.53611019407
86,33.8903333333333,0.004,0.4,255.396109664397
86,33.8903333333333,0.02,2,264.213432006646
86,33.8903333333333,0.09,9,275.135302986759
86,33.8903333333333,0.25,25,285.76571231984
86,33.8903333333333,0.5,50,296.962843698462
86,33.8903333333333,0.75,75,308.616612748439
86,33.8903333333333,0.91,91,320.595522201836
86,33.8903333333333,0.98,98,333.951119279446
86,33.8903333333333,0.996,99.6,345.604538263458
87,34.1415,0.004,0.4,257.683809442536
87,34.1415,0.02,2,266.58098696034
87,34.1415,0.09,9,277.567995385354
87,34.1415,0.25,25,288.226125773247
87,34.1415,0.5,50,299.414691723962
87,34.1415,0.75,75,311.018770337176
87,34.1415,0.91,91,322.903702871961
87,34.1415,0.98,98,336.103851879552
87,34.1415,0.996,99.6,347.578533201923
88,34.3926666666667,0.004,0.4,259.979710453634
88,34.3926666666667,0.02,2,268.954499283307
88,34.3926666666667,0.09,9,280.002866331106
88,34.3926666666667,0.25,25,290.684438884908
88,34.3926666666667,0.5,50,301.859797952567
88,34.3926666666667,0.75,75,313.409744510036
88,34.3926666666667,0.91,91,325.197108468894
88,34.3926666666667,0.98,98,338.23963794385
88,34.3926666666667,0.996,99.6,349.535806620601
89,34.6438333333333,0.004,0.4,262.227492616058
89,34.6438333333333,0.02,2,271.28908687619
89,34.6438333333333,0.09,9,282.409611809557
89,34.6438333333333,0.25,25,293.124959122714
89,34.6438333333333,0.5,50,304.298283975509
89,34.6438333333333,0.75,75,315.806535478076
89,34.6438333333333,0.91,91,327.510476585089
89,34.6438333333333,0.98,98,340.413367454799
89,34.6438333333333,0.996,99.6,351.549072318747
90,34.895,0.004,0.4,264.368438452008
90,34.895,0.02,2,273.538472083706
90,34.895,0.09,9,284.757406760132
90,34.895,0.25,25,295.531931501626
90,34.895,0.5,50,306.730271571757
90,34.895,0.75,75,318.225751588928
90,34.895,0.91,91,329.877267881924
90,34.895,0.98,98,342.677099834743
90,34.895,0.996,99.6,353.686381396635
91,35.1461666666667,0.004,0.4,266.340405953055
91,35.1461666666667,0.02,2,275.654195001305
91,35.1461666666667,0.09,9,287.014387096939
91,35.1461666666667,0.25,25,297.889269691736
91,35.1461666666667,0.5,50,309.155882691761
91,35.1461666666667,0.75,75,320.683916524017
91,35.1461666666667,0.91,91,332.330338572529
91,35.1461666666667,0.98,98,345.081226018806
91,35.1461666666667,0.996,99.6,356.012800002526
92,35.3973333333333,0.004,0.4,268.114042233919
92,35.3973333333333,0.02,2,277.614248665635
92,35.3973333333333,0.09,9,289.166799624646
92,35.3973333333333,0.25,25,300.190409216624
92,35.3973333333333,0.5,50,311.57527038542
92,35.3973333333333,0.75,75,323.187281447149
92,35.3973333333333,0.91,91,334.881287011293
92,35.3973333333333,0.98,98,347.642228100423
92,35.3973333333333,0.996,99.6,358.548153822279
93,35.6485,0.004,0.4,269.704668961211
93,35.6485,0.02,2,279.432102600435
93,35.6485,0.09,9,291.224728321313
93,35.6485,0.25,25,302.441100782011
93,35.6485,0.5,50,313.988626546456
93,35.6485,0.75,75,325.729268850767
93,35.6485,0.91,91,337.515618441963
93,35.6485,0.98,98,350.33572377782
93,35.6485,0.996,99.6,361.258577057703
94,35.8996666666667,0.004,0.4,271.131032387143
94,35.8996666666667,0.02,2,281.12385573236
94,35.8996666666667,0.09,9,293.199925541488
94,35.8996666666667,0.25,25,304.647897530061
94,35.8996666666667,0.5,50,316.39614576855
94,35.8996666666667,0.75,75,328.302625755033
94,35.8996666666667,0.91,91,340.217655484685
94,35.8996666666667,0.98,98,353.135833878946
94,35.8996666666667,0.996,99.6,364.108664405384
95,36.1508333333333,0.004,0.4,272.413037863403
95,36.1508333333333,0.02,2,282.706446454301
95,36.1508333333333,0.09,9,295.104614310933
95,36.1508333333333,0.25,25,306.817538157911
95,36.1508333333333,0.5,50,318.798022670776
95,36.1508333333333,0.75,75,330.900058022563
95,36.1508333333333,0.91,91,342.971818013969
95,36.1508333333333,0.98,98,356.017161662746
95,36.1508333333333,0.996,99.6,367.064035043455
96,36.402,0.004,0.4,273.572604745158
96,36.402,0.02,2,284.198315139212
96,36.402,0.09,9,296.95191979451
96,36.402,0.25,25,308.957163659136
96,36.402,0.5,50,321.19445186564
96,36.402,0.75,75,333.514010679085
96,36.402,0.91,91,345.762177957379
96,36.402,0.98,98,358.954088243513
96,36.402,0.996,99.6,370.09038799907
97,36.6531666666667,0.004,0.4,274.634488511327
97,36.6531666666667,0.02,2,285.620013866953
97,36.6531666666667,0.09,9,298.756245219991
97,36.6531666666667,0.25,25,311.074496509879
97,36.6531666666667,0.5,50,323.585628148738
97,36.6531666666667,0.75,75,336.136505173183
97,36.6531666666667,0.91,91,348.572145138406
97,36.6531666666667,0.98,98,361.920298155932
97,36.6531666666667,0.996,99.6,373.152886982686
98,36.9043333333333,0.004,0.4,275.622718030532
98,36.9043333333333,0.02,2,286.991404698922
98,36.9043333333333,0.09,9,300.531412834763
98,36.9043333333333,0.25,25,313.176898272273
98,36.9043333333333,0.5,50,325.971763422102
98,36.9043333333333,0.75,75,338.760140569309
98,36.9043333333333,0.91,91,351.386457117594
98,36.9043333333333,0.98,98,364.891835085648
98,36.9043333333333,0.996,99.6,376.220108740896
99,37.1555,0.004,0.4,276.556944525664
99,37.1555,0.02,2,288.328837666629
99,37.1555,0.09,9,302.288828464671
99,37.1555,0.25,25,315.270455300515
99,37.1555,0.5,50,328.353100022216
99,37.1555,0.75,75,341.379022875488
99,37.1555,0.91,91,354.192994211622
99,37.1555,0.98,98,367.849834583739
99,37.1555,0.996,99.6,379.26751502303
100,37.4066666666667,0.004,0.4,277.459095621397
100,37.4066666666667,0.02,2,289.650273610807
100,37.4066666666667,0.09,9,304.040799752193
100,37.4066666666667,0.25,25,317.361628795155
100,37.4066666666667,0.5,50,330.729883514021
100,37.4066666666667,0.75,75,343.987063858703
100,37.4066666666667,0.91,91,356.979419380454
100,37.4066666666667,0.98,98,370.775373587059
100,37.4066666666667,0.996,99.6,382.270781249069
101,37.6578333333333,0.004,0.4,278.354569551661
101,37.6578333333333,0.02,2,290.976116453886
101,37.6578333333333,0.09,9,305.801014782814
101,37.6578333333333,0.25,25,319.457468758053
101,37.6578333333333,0.5,50,333.102359449492
101,37.6578333333333,0.75,75,346.577797547057
101,37.6578333333333,0.91,91,359.732840223837
101,37.6578333333333,0.98,98,373.64898067089
101,37.6578333333333,0.996,99.6,385.205182336772
102,37.909,0.004,0.4,279.272589249257
102,37.909,0.02,2,292.329367343117
102,37.909,0.09,9,307.584564640562
102,37.909,0.25,25,321.565596213043
102,37.909,0.5,50,335.470773374004
102,37.909,0.75,75,349.14443724205
102,37.909,0.91,91,362.439944765183
102,37.909,0.98,98,376.450866625727
102,37.909,0.996,99.6,388.045902760615
103,38.1601666666667,0.004,0.4,280.246457241333
103,38.1601666666667,0.02,2,293.73567773184
103,38.1601666666667,0.09,9,309.407890789956
103,38.1601666666667,0.25,25,323.694146620921
103,38.1601666666667,0.5,50,337.835370801515
103,38.1601666666667,0.75,75,351.679967666911
103,38.1601666666667,0.91,91,365.087200919552
103,38.1601666666667,0.98,98,379.161241547678
103,38.1601666666667,0.996,99.6,390.768446366403
104,38.4113333333333,0.004,0.4,281.307399213716
104,38.4113333333333,0.02,2,295.218530473264
104,38.4113333333333,0.09,9,311.285623343579
104,38.4113333333333,0.25,25,325.85017721042
104,38.4113333333333,0.5,50,340.196381770179
104,38.4113333333333,0.75,75,354.178674654274
104,38.4113333333333,0.91,91,367.663868164741
104,38.4113333333333,0.98,98,381.764855640913
104,38.4113333333333,0.996,99.6,393.354412226502
105,38.6625,0.004,0.4,282.473681385135
105,38.6625,0.02,2,296.791023527866
105,38.6625,0.09,9,313.22538502626
105,38.6625,0.25,25,328.037125511782
105,38.6625,0.5,50,342.553997488186
105,38.6625,0.75,75,356.638472884481
105,38.6625,0.91,91,370.166491440672
105,38.6625,0.98,98,384.257650685813
105,38.6625,0.996,99.6,395.799838384696
106,38.9136666666667,0.004,0.4,283.762153597214
106,38.9136666666667,0.02,2,298.464740612948
106,38.9136666666667,0.09,9,315.233561344465
106,38.9136666666667,0.25,25,330.257721737615
106,38.9136666666667,0.5,50,344.90840329069
106,38.9136666666667,0.75,75,359.058060949571
106,38.9136666666667,0.91,91,372.593210351412
106,38.9136666666667,0.98,98,386.638020086296
106,38.9136666666667,0.996,99.6,398.103901835787
107,39.1648333333333,0.004,0.4,285.190283056294
107,39.1648333333333,0.02,2,300.251273236403
107,39.1648333333333,0.09,9,317.316282138986
107,39.1648333333333,0.25,25,332.514486612588
107,39.1648333333333,0.5,50,347.259784487289
107,39.1648333333333,0.75,75,361.436424163219
107,39.1648333333333,0.91,91,374.942752850429
107,39.1648333333333,0.98,98,388.905246725225
107,39.1648333333333,0.996,99.6,400.266884294381
108,39.416,0.004,0.4,286.775836110438
108,39.416,0.02,2,302.161963560114
108,39.416,0.09,9,319.479270417989
108,39.416,0.25,25,334.809668654355
108,39.416,0.5,50,349.608326451088
108,39.416,0.75,75,363.772868242882
108,39.416,0.91,91,377.214476932888
108,39.416,0.98,98,391.059531791748
108,39.416,0.996,99.6,402.290178180251
109,39.6671666666667,0.004,0.4,288.536942223672
109,39.6671666666667,0.02,2,304.20795120697
109,39.6671666666667,0.09,9,321.727893330439
109,39.6671666666667,0.25,25,337.145283015288
109,39.6671666666667,0.5,50,351.954214243656
109,39.6671666666667,0.75,75,366.066954246873
109,39.6671666666667,0.91,91,379.408222464733
109,39.6671666666667,0.98,98,393.101743906725
109,39.6671666666667,0.996,99.6,404.175943734823
110,39.9183333333333,0.004,0.4,290.480451505833
110,39.9183333333333,0.02,2,306.391731412581
110,39.9183333333333,0.09,9,324.062040131176
110,39.9183333333333,0.25,25,339.520694415444
110,39.9183333333333,0.5,50,354.297642561497
110,39.9183333333333,0.75,75,368.320685869811
110,39.9183333333333,0.91,91,381.528453225736
110,39.9183333333333,0.98,98,395.039479739013
110,39.9183333333333,0.996,99.6,405.934666773229
111,40.1695,0.004,0.4,292.575706484046
111,40.1695,0.02,2,308.688544853672
111,40.1695,0.09,9,326.465043999119
111,40.1695,0.25,25,341.927460885495
111,40.1695,0.5,50,356.638837374718
111,40.1695,0.75,75,370.543079148857
111,40.1695,0.91,91,383.592835539977
111,40.1695,0.98,98,396.899509790318
111,40.1695,0.996,99.6,407.600574920336
112,40.4206666666667,0.004,0.4,294.77972344056
112,40.4206666666667,0.02,2,311.06537717718
112,40.4206666666667,0.09,9,328.91568844551
112,40.4206666666667,0.25,25,344.35518401234
112,40.4206666666667,0.5,50,358.978032034268
112,40.4206666666667,0.75,75,372.744599242613
112,40.4206666666667,0.91,91,385.621503854524
112,40.4206666666667,0.98,98,398.71180971603
112,40.4206666666667,0.996,99.6,409.211493026413
113,40.6718333333333,0.004,0.4,297.046034183814
113,40.6718333333333,0.02,2,313.487562346226
113,40.6718333333333,0.09,9,331.392313256902
113,40.6718333333333,0.25,25,346.793476255489
113,40.6718333333333,0.5,50,361.315459852787
113,40.6718333333333,0.75,75,374.935356161961
113,40.6718333333333,0.91,91,387.633639291204
113,40.6718333333333,0.98,98,400.504562746648
113,40.6718333333333,0.996,99.6,410.802632394253
114,40.923,0.004,0.4,299.325212827413
114,40.923,0.02,2,315.919234688284
114,40.923,0.09,9,333.873096533911
114,40.923,0.25,25,349.232085867476
114,40.923,0.5,50,363.651354142041
114,40.923,0.75,75,377.125024474556
114,40.923,0.91,91,389.647354718481
114,40.923,0.98,98,402.304053733085
114,40.923,0.996,99.6,412.406525421053
115,41.1741666666667,0.004,0.4,301.56505914453
115,41.1741666666667,0.02,2,318.323527842581
115,41.1741666666667,0.09,9,336.336178116844
115,41.1741666666667,0.25,25,351.660945357439
115,41.1741666666667,0.5,50,365.985948267432
115,41.1741666666667,0.75,75,379.322831218504
115,41.1741666666667,0.91,91,391.679706273422
115,41.1741666666667,0.98,98,404.134741519371
115,41.1741666666667,0.996,99.6,414.053173837689
116,41.4253333333333,0.004,0.4,303.719517549381
116,41.4253333333333,0.02,2,320.668865460036
116,41.4253333333333,0.09,9,338.763354608788
116,41.4253333333333,0.25,25,354.071864178962
116,41.4253333333333,0.5,50,368.319466060466
116,41.4253333333333,0.75,75,381.536101081625
116,41.4253333333333,0.91,91,393.744011521408
116,41.4253333333333,0.98,98,406.015441035939
116,41.4253333333333,0.996,99.6,415.765392856055
117,41.6765,0.004,0.4,305.784450412569
117,41.6765,0.02,2,322.95355439106
117,41.6765,0.09,9,341.154286924304
117,41.6765,0.25,25,356.464987527682
117,41.6765,0.5,50,370.652084935994
117,41.6765,0.75,75,383.764721566457
117,41.6765,0.91,91,395.839627387135
117,41.6765,0.98,98,407.944720881546
117,41.6765,0.996,99.6,417.540938632582
118,41.9276666666667,0.004,0.4,307.770171666005
118,41.9276666666667,0.02,2,325.185937006094
118,41.9276666666667,0.09,9,343.514470228433
118,41.9276666666667,0.25,25,358.843121354723
118,41.9276666666667,0.5,50,372.983967097371
118,41.9276666666667,0.75,75,386.006295471127
118,41.9276666666667,0.91,91,397.961693724028
118,41.9276666666667,0.98,98,409.915134887081
118,41.9276666666667,0.996,99.6,419.370220132542
119,42.1788333333333,0.004,0.4,309.687449716006
119,42.1788333333333,0.02,2,327.374496157248
119,42.1788333333333,0.09,9,345.849360925753
119,42.1788333333333,0.25,25,361.209006497744
119,42.1788333333333,0.5,50,375.315275206242
119,42.1788333333333,0.75,75,388.258554544718
119,42.1788333333333,0.91,91,400.105649741613
119,42.1788333333333,0.98,98,411.919753616435
119,42.1788333333333,0.996,99.6,421.244366989529
120,42.43,0.004,0.4,311.547382849065
120,42.43,0.02,2,329.527744442222
120,42.43,0.09,9,348.164306300957
120,42.43,0.25,25,363.565286051574
120,42.43,0.5,50,377.646170066118
120,42.43,0.75,75,390.519377886514
120,42.43,0.91,91,402.267263777894
120,42.43,0.98,98,413.952197321413
120,42.43,0.996,99.6,423.155258808083
