observation,age,mu,sigma,nu
454,34.29,300.861145341329,0.0560489737722657,0.0902326143608549
455,34.43,302.222669673935,0.0557115534780597,0.136313229683794
456,34.43,302.222669673935,0.0557115534780597,0.136313229683794
457,34.43,302.222669673935,0.0557115534780597,0.136313229683794
458,34.43,302.222669673935,0.0557115534780597,0.136313229683794
459,34.43,302.222669673935,0.0557115534780597,0.136313229683794
460,34.43,302.222669673935,0.0557115534780597,0.136313229683794
461,34.43,302.222669673935,0.0557115534780597,0.136313229683793
462,34.43,302.222669673935,0.0557115534780597,0.136313229683795
463,34.57,303.582142771483,0.05539896619847,0.182768307709315
464,34.57,303.582142771483,0.05539896619847,0.182768307709315
465,34.71,304.939585694086,0.0551245267473949,0.22959249151803
466,34.71,304.939585694086,0.0551245267473949,0.22959249151803
467,34.71,304.939585694085,0.0551245267473949,0.229592491518031
468,35,307.745064434533,0.0547338585838581,0.327736487278345
469,35,307.745064434533,0.0547338585838581,0.327736487278345
470,35.14,309.096404143274,0.0546572061178136,0.375661550318223
471,35.14,309.096404143274,0.0546572061178136,0.375661550318223
472,35.14,309.096404143274,0.0546572061178136,0.375661550318223
473,35.14,309.096404143274,0.0546572061178136,0.375661550318223
474,35.14,309.096404143274,0.0546572061178136,0.375661550318223
475,35.29,310.542120814192,0.0546610062707688,0.427405674911785
476,35.29,310.542120814192,0.0546610062707688,0.427405674911785
477,35.29,310.542120814192,0.0546610062707688,0.427405674911785
478,35.29,310.542120814192,0.0546610062707688,0.427405674911785
479,35.43,311.889487889657,0.0547375787901611,0.476078283942396
480,35.57,313.234988865926,0.0548778828832803,0.525124365618662
481,35.57,313.234988865926,0.0548778828832803,0.525124365618661
482,35.71,314.578657446618,0.0550754731778228,0.574552141769616
483,35.71,314.578657446618,0.0550754731778228,0.574552141769616
484,35.86,316.016307247559,0.055343533406348,0.627943378322237
485,35.86,316.016307247559,0.0553435334063481,0.627943378322243
486,35.86,316.016307247559,0.055343533406348,0.627943378322237
487,35.86,316.016307247559,0.055343533406348,0.627943378322237
488,36,317.356287367069,0.0556396195670657,0.678187961952175
489,36,317.356287367069,0.0556396195670657,0.678187961952175
490,36,317.356287367069,0.0556396195670657,0.678187961952175
491,36,317.35628736707,0.0556396195670657,0.678187961952175
492,36,317.356287367069,0.0556396195670657,0.678187961952175
493,36,317.356287367069,0.0556396195670657,0.678187961952175
494,36.14,318.694538609298,0.0559735169071163,0.728839492809517
495,36.14,318.694538609298,0.0559735169071163,0.728839492809517
496,36.14,318.694538609298,0.0559735169071163,0.728839492809516
497,36.29,320.126498992626,0.0563659116461972,0.783569917949059
498,36.29,320.126498992626,0.0563659116461972,0.783569917949059
499,36.43,321.461276204406,0.05675752711116,0.835090565563655
500,36.43,321.461276204406,0.05675752711116,0.835090565563656
501,36.43,321.461276204406,0.05675752711116,0.835090565563655
502,36.43,321.461276204406,0.05675752711116,0.835090565563656
503,36.43,321.461276204406,0.05675752711116,0.835090565563656
504,36.57,322.794428057183,0.0571667655619163,0.887043413161964
505,36.57,322.794428057183,0.0571667655619163,0.887043413161962
506,36.57,322.794428057183,0.0571667655619163,0.887043413161964
507,36.57,322.794428057183,0.0571667655619163,0.887043413161964
508,36.71,324.125989356205,0.0575870407619968,0.939437486759746
509,36.86,325.550943342689,0.0580438463424555,0.996078729860349
510,36.86,325.550943342689,0.0580438463424555,0.996078729860351
511,37,326.879341242633,0.0584713469107742,1.04943052220246
512,37,326.879341242633,0.0584713469107742,1.04943052220246
513,37,326.879341242633,0.0584713469107742,1.04943052220246
514,37.14,328.206277289507,0.0588950549612066,1.10326717647558
515,37.14,328.206277289507,0.0588950549612066,1.10326717647558
516,37.29,329.626420586055,0.0593392189726338,1.16150401112983
517,37.29,329.626420586055,0.0593392189726338,1.16150401112983
518,37.29,329.626420586055,0.0593392189726338,1.16150401112983
519,37.43,330.950463784731,0.0597392481452774,1.21639166119311
520,37.57,332.273175741665,0.0601199435378277,1.2718092038821
521,37.71,333.594598981462,0.0604760084860748,1.32777130035534
522,37.71,333.594598981462,0.0604760084860748,1.32777130035534
523,37.71,333.594598981462,0.0604760084860748,1.32777130035532
524,37.86,335.009027826879,0.0608240546162445,1.38835163419844
525,37.86,335.009027826879,0.0608240546162445,1.38835163419844
526,37.86,335.009027826879,0.0608240546162445,1.38835163419844
527,38,336.327916857203,0.0611118942915339,1.44548837387418
528,38.14,337.645647776628,0.0613583890027296,1.5032146893024
529,38.14,337.645647776628,0.0613583890027295,1.5032146893024
530,38.29,339.056262399434,0.0615716365098701,1.56572989902013
531,38.29,339.056262399434,0.0615716365098701,1.56572989902013
532,38.29,339.056262399434,0.06157163650987,1.56572989902013
533,38.29,339.056262399434,0.06157163650987,1.56572989902013
534,38.43,340.37171390015,0.0617215084962854,1.62469707332043
535,38.43,340.37171390015,0.0617215084962854,1.62469707332043
536,38.43,340.37171390015,0.0617215084962854,1.62469707332043
537,38.57,341.686114804777,0.0618228136953115,1.68425919716463
538,38.57,341.686114804777,0.0618228136953115,1.68425919716463
539,38.57,341.686114804777,0.0618228136953115,1.68425919716463
540,38.57,341.686114804777,0.0618228136953115,1.68425919716463
541,38.71,342.999497205628,0.0618745854217367,1.74441301935271
542,38.71,342.999497205628,0.0618745854217367,1.74441301935271
543,38.71,342.999497205628,0.0618745854217367,1.74441301935271
544,38.86,344.405598868277,0.0618741234806198,1.80951645341509
545,38.86,344.405598868277,0.0618741234806198,1.80951645341508
546,38.86,344.405598868277,0.0618741234806198,1.80951645341508
547,39,345.716973600882,0.0618207207794501,1.87088559399088
548,39,345.716973600882,0.0618207207794501,1.87088559399088
549,39,345.716973600882,0.0618207207794501,1.87088559399088
550,39,345.716973600882,0.0618207207794501,1.87088559399088
551,39.14,347.027428398945,0.0617155643604255,1.93283644708516
552,39.14,347.027428398945,0.0617155643604254,1.93283644708516
553,39.14,347.027428398945,0.0617155643604254,1.93283644708516
554,39.29,348.430502726007,0.0615449477211659,1.99985419019145
555,39.29,348.430502726007,0.0615449477211659,1.99985419019145
556,39.57,351.046983978631,0.0610649075879535,2.12671688998713
557,39.71,352.354024723955,0.0607458653256683,2.19100231528131
558,39.71,352.354024723955,0.0607458653256683,2.19100231528131
559,39.86,353.753590192434,0.0603495396452608,2.2604923652908
560,39.86,353.753590192434,0.0603495396452608,2.2604923652908
561,40,355.059114163823,0.0599370378991116,2.32588832806258
562,40.14,356.363967786375,0.0594915911579253,2.39177094318493
563,40.14,356.363967786375,0.0594915911579253,2.39177094318493
564,40.29,357.761327259957,0.0589866727897326,2.46286247669585
565,40.29,357.761327259957,0.0589866727897326,2.46286247669585
566,40.43,359.064920830746,0.0584977138403137,2.52964950748828
567,40.43,359.064920830746,0.0584977138403137,2.52964950748828
568,40.71,361.670509617087,0.0574985319496861,2.66435071597584
569,40.71,361.670509617087,0.0574985319496861,2.66435071597584
570,40.71,361.670509617087,0.0574985319496861,2.66435071597584
571,40.86,363.065574326547,0.0569673805512051,2.73705752406025
572,40.86,363.065574326547,0.0569673805512051,2.73705752406025
573,40.86,363.065574326547,0.0569673805512051,2.73705752406025
574,40.86,363.065574326547,0.0569673805512051,2.73705752406025
575,40.86,363.065574326547,0.0569673805512051,2.73705752406025
576,41,364.367196491762,0.0564837493106512,2.80521474806275
577,41,364.367196491762,0.0564837493106512,2.80521474806275
578,41.14,365.668436903468,0.0560184427312691,2.87362589003648
579,41.14,365.668436903468,0.0560184427312691,2.87362589003648
580,41.14,365.668436903468,0.0560184427312691,2.87362589003648
581,41.14,365.668436903468,0.0560184427312691,2.87362589003648
582,41.14,365.668436903468,0.0560184427312691,2.87362589003648
583,41.29,367.062244675925,0.0555469070433111,2.94716904858683
584,41.43,368.362813699781,0.0551331801108995,3.01601300242261
585,41.57,369.66310433467,0.0547428090851658,3.08503458760628
586,41.57,369.66310433467,0.0547428090851658,3.08503458760628
587,41.71,370.963144672068,0.0543737421492992,3.15421534910267
588,41.71,370.963144672068,0.0543737421492991,3.15421534910267
589,41.71,370.963144672068,0.0543737421492992,3.15421534910267
590,41.86,372.355799195112,0.0539997032778347,3.22849326349435
591,41.86,372.355799195112,0.0539997032778347,3.22849326349439
592,41.86,372.355799195112,0.0539997032778347,3.22849326349435
593,41.86,372.355799195112,0.0539997032778347,3.22849326349435
594,41.86,372.355799195112,0.0539997032778347,3.22849326349435
595,42,373.655410421603,0.0536685308618022,3.29794503960291
596,42,373.655410421603,0.0536685308618022,3.29794503960291
597,42,373.655410421603,0.0536685308618022,3.29794503960291
598,42,373.655410421603,0.0536685308618022,3.29794503960291
599,42,373.655410421603,0.0536685308618022,3.29794503960291
600,42,373.655410421603,0.0536685308618022,3.29794503960291
601,42,373.655410421603,0.0536685308618022,3.29794503960291
602,42,373.655410421603,0.0536685308618022,3.29794503960291
603,42.14,374.954857631611,0.0533527662989055,3.36749930868188
604,42.14,374.954857631611,0.0533527662989055,3.36749930868188
605,42.14,374.954857631611,0.0533527662989055,3.36749930868188
606,42.14,374.954857631611,0.0533527662989055,3.36749930868188
607,42.14,374.954857631611,0.0533527662989055,3.36749930868188
608,42.29,376.346972406541,0.0530294921215053,3.4421145086114
609,42.43,377.646169230551,0.0527399456566748,3.51182237682036
